id,first_name,gender,Age,visit_per_week,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym
82,Sayres,Male,46,4,"Leg, Leg, Core",18:55:00,21:36:00,170
86,Kailey,Female,15,2,"chest, Core, back",20:29:00,22:52:00,53
93,Nicolle,Female,17,4,"chest, back",9:55:00,12:27:00,152
94,Karlyn,Female,43,3,chest,16:43:00,17:27:00,111
103,Falito,Male,49,4,"Arm, Leg, Leg",10:29:00,11:39:00,60
105,Dianemarie,Female,41,4,"chest, Arm, Core",9:51:00,12:28:00,153
108,Vivia,Female,16,2,"Leg, Core, Cardio",19:52:00,20:53:00,159
110,Aile,Female,29,4,Arm,17:52:00,20:33:00,173
112,Waylin,Male,33,2,"Arm, Cardio, back",16:33:00,18:39:00,149
116,Esra,Male,23,5,,19:08:00,21:25:00,88
118,Esra,Male,44,2,,8:23:00,11:10:00,166
119,Bank,Male,45,5,"Cardio, chest",13:30:00,14:12:00,138
127,Minnie,Female,20,3,,10:58:00,13:27:00,174
131,Garrott,Male,30,3,,15:41:00,17:17:00,100
134,Pooh,Female,21,1,"Leg, Leg, Core",9:31:00,10:47:00,139
135,Kris,Female,45,3,,13:05:00,14:33:00,147
139,Nesta,Female,17,5,,19:28:00,22:07:00,33
140,Brittany,Female,27,3,"Leg, Core, chest",10:33:00,12:36:00,95
142,Rosalinde,Female,13,3,Leg,8:13:00,10:45:00,103
143,Ginnifer,Female,41,4,,17:21:00,19:50:00,124
148,Hazlett,Male,49,2,chest,9:08:00,11:13:00,133
153,Gail,Male,23,5,"Leg, Leg, Core",16:41:00,18:43:00,113
160,Millie,Female,47,1,"chest, Leg",15:17:00,16:01:00,122
161,Adriane,Female,47,3,Core,15:41:00,16:43:00,99
166,Bordie,Male,17,3,,20:34:00,21:42:00,50
172,Joni,Female,30,5,"Arm, Leg",8:15:00,9:27:00,126
174,PancCardioo,Male,44,1,,11:21:00,12:46:00,151
176,Burty,Male,14,2,,9:34:00,11:21:00,149
178,Chick,Male,40,1,,11:02:00,12:47:00,121
180,Nolly,Male,39,1,back,8:33:00,9:21:00,99
181,Jeremiah,Male,30,5,"back, Core",10:50:00,13:48:00,52
182,Martguerita,Female,34,5,"Core, chest",9:01:00,11:21:00,116
185,Webb,Male,17,2,"Leg, Cardio, back",9:20:00,11:42:00,170
186,Chloe,Female,24,5,,17:42:00,19:32:00,59
187,Salvidor,Male,30,5,Arm,19:49:00,22:43:00,46
189,Terry,Male,48,3,"Leg, Core, chest",11:28:00,12:31:00,135
190,Nealy,Male,41,4,,14:47:00,17:45:00,34
192,Kaye,Female,12,5,,17:07:00,19:15:00,83
196,Kendrick,Male,32,1,,20:01:00,21:55:00,94
197,Cord,Male,21,4,,13:53:00,15:55:00,65
200,Cooper,Male,17,2,,15:47:00,17:21:00,48
202,Gualterio,Male,27,4,,8:21:00,10:03:00,43
203,Rikki,Female,36,2,,18:32:00,19:31:00,175
205,Trey,Male,18,4,,9:57:00,12:28:00,61
209,Earl,Male,31,5,,19:07:00,21:40:00,169
210,Trstram,Male,20,1,,17:44:00,19:53:00,156
212,Giffer,Male,16,3,,17:21:00,18:33:00,46
215,Mindy,Female,37,2,"back, back",8:17:00,9:19:00,123
218,Rubina,Female,23,2,"chest, back",18:01:00,18:31:00,177
219,Harland,Male,24,4,"Leg, back",14:59:00,16:48:00,155
220,Any,Male,31,2,,20:57:00,23:26:00,132
229,Harper,Male,46,3,,20:39:00,21:33:00,81
230,Alanson,Male,12,1,"back, Core",16:31:00,18:54:00,169
232,Bennett,Male,21,5,"Core, Core",15:16:00,17:16:00,158
236,Idell,Female,18,2,chest,15:45:00,17:41:00,141
238,Irene,Female,19,3,"Arm, Cardio",20:15:00,22:22:00,60
241,Hedwig,Female,31,5,,11:03:00,11:33:00,90
245,Brennen,Male,44,3,"back, back",12:11:00,14:20:00,42
246,Kary,Female,17,4,,9:12:00,11:51:00,176
247,Elvis,Male,38,1,chest,18:44:00,19:43:00,162
250,Peter,Male,46,5,,13:26:00,16:21:00,141
252,Margarita,Female,41,5,"chest, Cardio, Leg",10:17:00,11:19:00,166
254,Alexei,Male,17,4,,17:12:00,19:36:00,30
260,Jaquelyn,Female,25,2,,8:20:00,11:05:00,114
264,Padraig,Male,39,1,,15:42:00,16:34:00,121
265,Reina,Female,42,4,,19:52:00,20:36:00,133
270,Abby,Male,15,5,"chest, chest",15:19:00,16:24:00,95
271,Craggy,Male,32,4,,10:08:00,11:55:00,58
279,Mathilda,Female,31,2,,10:43:00,13:06:00,41
282,Daniel,Male,48,5,Core,12:25:00,14:41:00,130
285,Earl,Male,17,3,,13:33:00,14:55:00,142
288,Piggy,Male,43,4,,17:30:00,18:03:00,139
289,Gwendolin,Female,17,4,"Core, back",8:53:00,11:36:00,34
290,Chelsy,Female,41,1,"Core, back, Leg",15:52:00,16:37:00,180
293,Merilee,Female,22,5,"back, Leg, chest",16:31:00,17:30:00,137
296,Evie,Female,23,4,,10:17:00,12:08:00,32
297,Georas,Male,34,5,,17:29:00,18:11:00,63
300,Ives,Male,29,5,Leg,14:53:00,16:22:00,165
301,Amalea,Female,47,2,"back, Leg, chest",13:06:00,13:43:00,124
302,Sigismondo,Male,16,3,"chest, back, back",12:48:00,15:45:00,88
305,Alfie,Male,24,3,"Leg, Leg, back",8:48:00,11:29:00,72
306,Seumas,Male,48,3,"Leg, Core, Cardio",11:47:00,13:09:00,50
311,Christabella,Female,13,5,,17:41:00,18:14:00,47
312,Taite,Male,20,5,"Cardio, Leg",17:41:00,19:28:00,141
319,Dexter,Male,37,2,,10:38:00,13:32:00,162
321,Ernesto,Male,33,5,,14:11:00,16:31:00,81
322,Marcus,Male,28,2,,20:18:00,21:34:00,172
323,Benjamin,Male,39,4,Leg,17:11:00,18:30:00,100
325,Quinton,Male,23,4,,10:34:00,11:40:00,162
327,Noel,Female,34,4,,14:01:00,16:10:00,90
328,Lexine,Female,18,3,,13:52:00,16:23:00,175
329,Davy,Male,34,3,Leg,9:15:00,11:04:00,165
330,Elisabet,Female,34,4,,11:43:00,14:04:00,173
332,Corey,Female,33,4,Core,20:22:00,22:56:00,68
333,Derwin,Male,49,5,,11:18:00,12:56:00,46
337,Norris,Male,44,1,,18:22:00,20:30:00,159
338,Jarib,Male,30,5,Core,10:06:00,13:03:00,45
339,Brenda,Female,23,1,"Core, chest, Arm",15:40:00,17:39:00,118
340,Sanderson,Male,45,4,"Cardio, Cardio, Core",18:51:00,21:27:00,108
341,Rita,Female,31,1,,14:02:00,14:37:00,88
342,Orren,Male,26,3,"Cardio, Core, Leg",17:57:00,19:48:00,136
343,Andreana,Female,13,4,Leg,9:53:00,11:35:00,98
345,Wes,Male,32,5,,14:30:00,17:03:00,58
346,Domeniga,Female,14,5,back,12:17:00,12:55:00,167
347,Valentine,Female,32,1,,16:51:00,17:42:00,178
353,Constanta,Female,24,2,,13:37:00,14:58:00,147
361,Leilah,Female,26,4,"Leg, back",20:04:00,22:37:00,42
362,Melli,Female,15,1,Arm,11:51:00,12:21:00,53
364,Thea,Female,48,4,"Leg, back, Core",10:47:00,11:41:00,145
369,Hadrian,Male,49,2,"Cardio, Arm",17:22:00,18:24:00,165
371,Bil,Male,48,3,,20:10:00,20:47:00,56
372,Ilyse,Female,38,4,"Leg, back, Leg",11:18:00,12:58:00,130
373,Agatha,Female,28,5,chest,8:52:00,10:15:00,176
378,Colan,Male,26,1,Leg,18:52:00,20:55:00,126
379,Alexina,Female,16,3,,8:29:00,11:00:00,136
380,Vasilis,Male,16,3,,19:38:00,22:20:00,49
383,Marje,Female,17,3,,20:26:00,21:13:00,54
384,Priscilla,Female,45,2,"chest, Cardio",17:35:00,19:12:00,166
395,Shelly,Female,27,1,,19:59:00,22:08:00,87
396,Yetta,Female,15,4,,13:08:00,15:57:00,123
400,Logan,Male,26,2,"back, chest",13:02:00,13:54:00,85
401,Evy,Female,47,3,,17:52:00,18:33:00,89
403,Nelie,Female,23,5,,15:15:00,18:09:00,92
404,Ronna,Female,29,5,"back, Leg, Leg",11:02:00,13:55:00,138
405,Eldredge,Male,21,2,Cardio,16:35:00,19:24:00,160
413,Myrwyn,Male,41,5,"Cardio, Leg",8:38:00,10:27:00,177
417,Mab,Female,48,5,back,14:53:00,15:29:00,148
419,Janela,Female,37,5,"back, chest",10:33:00,12:11:00,135
420,Durward,Male,22,2,,11:27:00,13:26:00,89
421,Caitlin,Female,47,5,,14:54:00,16:01:00,131
422,Jessalin,Female,31,2,,12:46:00,14:42:00,145
425,Rockwell,Male,16,2,,16:21:00,17:41:00,121
427,Robers,Male,48,2,,16:05:00,17:48:00,98
430,Maryanna,Female,16,5,,15:12:00,16:00:00,35
432,Reed,Male,20,3,"back, Leg, Arm",10:56:00,11:54:00,48
433,Becca,Female,44,1,,14:51:00,15:34:00,179
438,Averil,Male,42,2,,17:18:00,18:55:00,170
446,Alyce,Female,12,3,Cardio,14:06:00,17:02:00,37
447,Wittie,Male,19,1,,9:14:00,10:45:00,78
452,Augusta,Female,49,2,Leg,16:21:00,19:15:00,142
454,Philippine,Female,13,1,Leg,18:14:00,18:57:00,42
455,Sallie,Female,43,1,"chest, chest",20:02:00,22:30:00,165
458,Edi,Female,45,4,Arm,11:37:00,14:27:00,106
459,Ancell,Male,14,2,,18:28:00,20:43:00,126
460,Blithe,Female,21,4,,9:22:00,11:52:00,88
465,Abagael,Female,12,2,,14:33:00,16:30:00,78
466,Krystle,Female,37,1,,17:47:00,19:00:00,109
467,Gregorio,Male,32,4,chest,8:25:00,11:08:00,67
472,Thorvald,Male,38,2,"Leg, Leg",9:31:00,11:28:00,123
473,Boniface,Male,22,1,Leg,9:46:00,11:11:00,171
474,Walker,Male,32,3,"chest, Leg",16:59:00,18:50:00,59
486,Bret,Male,15,4,Arm,17:10:00,19:02:00,168
488,Hodge,Male,43,3,,17:52:00,18:45:00,124
491,Crysta,Female,19,2,"Leg, back, chest",8:06:00,10:31:00,138
497,Elbertine,Female,20,5,,8:05:00,10:11:00,121
498,Dall,Male,13,1,"chest, Leg, back",10:38:00,12:41:00,140
499,Cecilia,Female,24,1,Core,20:43:00,22:57:00,47
507,Anna-diane,Female,46,1,"Cardio, Arm",15:09:00,16:34:00,60
511,Finley,Male,20,1,Core,11:56:00,14:20:00,97
516,Corella,Female,22,1,"back, Leg",14:44:00,16:03:00,160
517,Alec,Male,32,1,,8:44:00,9:25:00,155
519,Hollis,Male,35,5,"Core, Leg, Cardio",10:34:00,12:07:00,115
521,Mikaela,Female,32,3,,20:33:00,23:06:00,55
522,Calypso,Female,41,2,"Core, chest",20:25:00,22:12:00,68
524,Sofie,Female,28,4,"Core, chest",14:20:00,17:13:00,173
525,Charisse,Female,21,1,,18:22:00,19:32:00,62
527,Flora,Female,46,1,,11:15:00,13:25:00,166
531,Zacharie,Male,28,1,"back, chest",14:51:00,16:43:00,138
532,Skell,Male,18,2,"chest, back, Core",16:04:00,17:35:00,49
533,Cyndie,Female,17,5,,18:58:00,21:06:00,155
537,Jane,Female,42,2,"chest, chest, Leg",10:22:00,10:58:00,139
541,Solomon,Male,49,1,,16:59:00,18:44:00,83
543,Perle,Female,31,2,,14:45:00,16:48:00,117
547,Papageno,Male,38,3,,16:19:00,18:58:00,141
548,Alvina,Female,33,5,Arm,16:36:00,17:37:00,60
551,Manda,Female,41,5,,15:38:00,18:16:00,80
553,Consalve,Male,43,3,"back, Core",18:23:00,19:31:00,33
555,Garner,Male,37,4,"chest, Cardio",19:22:00,21:45:00,125
558,Theodoric,Male,26,3,,15:32:00,17:42:00,171
561,Monique,Female,37,4,chest,13:20:00,14:11:00,129
564,Helaina,Female,46,4,,16:59:00,18:16:00,63
572,Sheila,Female,12,1,"Leg, Arm",17:04:00,18:45:00,173
576,Brade,Male,17,4,Leg,12:40:00,14:21:00,160
577,Yelena,Female,21,1,,10:26:00,12:39:00,78
578,Lester,Male,13,4,,20:35:00,21:30:00,164
587,Cammy,Male,47,5,Leg,15:57:00,17:27:00,139
589,Adham,Male,45,1,,14:06:00,15:33:00,172
591,Waylen,Male,17,5,"Cardio, Cardio, back",12:50:00,13:26:00,82
592,Aurie,Female,27,4,"chest, Core, Leg",10:17:00,12:47:00,44
593,Honor,Female,19,5,,19:51:00,20:25:00,154
601,Germaine,Female,13,5,,12:10:00,12:40:00,170
603,Ingamar,Male,39,4,,15:24:00,17:57:00,167
608,Ekaterina,Female,28,2,Cardio,8:46:00,9:19:00,114
612,Alameda,Female,15,1,,13:42:00,14:20:00,134
624,Willie,Male,24,4,,8:39:00,9:36:00,123
626,Warren,Male,13,3,"Cardio, Cardio",16:57:00,18:59:00,58
629,Jean,Male,23,5,,11:02:00,11:46:00,173
630,Pablo,Male,39,1,,14:29:00,16:53:00,113
633,Trula,Female,46,4,Leg,14:42:00,16:22:00,59
635,Alverta,Female,39,1,,9:13:00,11:31:00,46
636,Georgeanne,Female,41,3,"Core, back",13:24:00,14:20:00,76
638,Timothea,Female,27,3,,19:45:00,20:17:00,82
640,Romola,Female,45,1,"chest, Cardio",10:00:00,11:01:00,54
641,Elladine,Female,45,3,,8:37:00,9:55:00,72
644,Catlee,Female,33,4,"Leg, chest, chest",12:54:00,13:26:00,97
645,Padget,Male,49,2,"chest, back, back",17:23:00,18:17:00,110
647,Rodd,Male,38,2,"back, chest",18:58:00,21:40:00,165
649,Noelani,Female,36,1,,13:50:00,14:35:00,159
653,Bradford,Male,39,4,,13:11:00,14:08:00,42
656,Barbabas,Male,33,3,"back, Cardio, chest",17:13:00,19:26:00,144
658,Westleigh,Male,39,1,,19:23:00,21:04:00,41
661,Aaron,Male,40,4,"Core, Cardio",17:02:00,19:49:00,106
663,Elisa,Female,45,4,,14:01:00,16:03:00,53
664,Myrle,Female,14,1,,10:20:00,11:31:00,100
667,Lewie,Male,44,1,"Leg, Core, chest",11:46:00,13:24:00,150
668,Nessy,Female,35,5,"Arm, Core, Cardio",15:00:00,17:49:00,83
669,Ashia,Female,14,1,"Cardio, Leg",19:04:00,20:13:00,147
671,Gery,Male,14,5,,12:36:00,13:56:00,118
672,Duffie,Male,21,1,"Cardio, chest, Leg",8:13:00,10:10:00,55
674,Yehudit,Male,15,3,"Cardio, back, Arm",20:16:00,21:57:00,125
676,Bari,Female,30,4,"back, Leg",8:17:00,9:19:00,78
677,Tonia,Female,47,3,chest,9:06:00,10:41:00,100
679,Terrill,Male,36,4,"Cardio, chest",9:10:00,10:56:00,163
681,Aura,Female,26,1,,9:11:00,9:59:00,94
687,Wendall,Male,44,3,back,9:13:00,10:21:00,152
690,Simmonds,Male,23,2,,13:10:00,14:21:00,89
691,Guss,Male,41,5,,10:17:00,12:44:00,83
695,Gabriell,Female,32,1,,12:30:00,14:23:00,80
698,Morgan,Male,19,5,,14:52:00,15:55:00,180
702,Rudiger,Male,30,5,,10:22:00,12:17:00,135
703,Travers,Male,27,3,"Arm, Leg",16:01:00,19:01:00,66
705,Edvard,Male,37,4,"Cardio, Core",17:29:00,19:09:00,64
706,Hayley,Female,16,2,,11:05:00,13:40:00,151
707,Grove,Male,39,3,Core,13:31:00,14:16:00,106
708,Chic,Male,38,1,"Arm, Core, Leg",18:01:00,19:37:00,39
714,Nananne,Female,45,2,"back, back, Core",10:50:00,13:21:00,148
715,Brant,Male,14,3,,12:02:00,14:59:00,104
717,Ive,Male,12,2,,11:10:00,12:53:00,105
718,Jethro,Male,27,1,"Core, Cardio",20:32:00,21:11:00,164
721,Haskel,Male,33,3,,8:38:00,11:17:00,88
726,Sebastien,Male,43,4,,10:54:00,12:03:00,70
727,Zeb,Male,38,2,"Leg, Cardio, Core",11:51:00,13:01:00,112
730,Courtnay,Male,16,3,,15:28:00,18:18:00,46
734,Konrad,Male,43,4,,9:13:00,12:11:00,157
735,Georgeta,Female,19,3,"Cardio, chest",9:24:00,10:07:00,139
738,Dorian,Female,33,1,back,11:21:00,13:01:00,73
739,Carmelia,Female,18,3,,15:28:00,17:17:00,175
742,Ambrosio,Male,35,5,,18:02:00,20:47:00,93
743,Bartie,Male,14,1,"Cardio, Core",20:28:00,20:59:00,163
744,Prince,Male,34,4,back,10:42:00,11:16:00,85
749,Yolande,Female,21,4,"Cardio, back, chest",10:42:00,11:42:00,159
755,Mommy,Female,12,3,,18:39:00,19:37:00,30
758,Gabbi,Female,46,4,,15:16:00,16:04:00,105
760,Simmonds,Male,49,3,"Core, Leg",9:29:00,11:20:00,99
762,Ardis,Female,16,1,"Cardio, Leg",12:13:00,12:54:00,37
764,Lars,Male,30,4,"Core, back",8:10:00,11:10:00,103
765,Godfree,Male,49,5,,14:21:00,17:16:00,111
769,Glynda,Female,30,3,"Cardio, Core",13:25:00,14:52:00,111
770,Marcelo,Male,30,2,,17:22:00,18:38:00,75
772,Robbi,Female,45,2,,20:52:00,21:49:00,60
775,Odella,Female,22,3,Cardio,9:35:00,11:04:00,31
777,Harriette,Female,24,3,,14:58:00,17:40:00,171
780,Dulsea,Female,49,4,,13:20:00,15:17:00,173
782,Elvera,Female,40,2,,14:03:00,15:48:00,90
783,Dion,Male,22,4,"Core, chest, Core",12:16:00,14:43:00,88
785,Evey,Female,47,3,"chest, Cardio, Leg",18:29:00,21:04:00,180
786,Margareta,Female,21,3,,19:32:00,22:10:00,176
789,Starlin,Female,44,3,,17:08:00,17:44:00,127
791,Fred,Female,30,4,,16:49:00,19:34:00,109
799,Helen-elizabeth,Female,15,1,"Leg, chest",9:11:00,9:43:00,84
803,Cecily,Female,32,4,,9:26:00,10:07:00,56
804,Ben,Male,21,4,,8:59:00,11:37:00,153
806,Beatriz,Female,21,4,,16:13:00,18:08:00,74
808,Sosanna,Female,27,4,,16:32:00,18:06:00,91
811,Chaddy,Male,25,2,,11:18:00,13:50:00,103
818,Gavin,Male,30,5,Arm,11:51:00,13:03:00,172
820,Kial,Female,15,3,,14:33:00,16:35:00,64
821,Romona,Female,43,5,Core,13:20:00,14:57:00,139
823,Viola,Female,47,5,,16:33:00,18:53:00,141
824,Junie,Female,13,4,,17:59:00,19:01:00,170
829,Fields,Male,24,5,"back, Core",9:40:00,10:50:00,178
830,Micky,Male,14,3,"Cardio, back",12:05:00,14:43:00,119
831,Wheeler,Male,24,4,,9:35:00,10:15:00,31
833,Susana,Female,33,4,chest,17:44:00,19:00:00,90
834,Avram,Male,40,5,,19:16:00,21:43:00,142
835,Mair,Female,25,2,,15:37:00,16:21:00,76
837,Gal,Male,45,1,,19:11:00,21:53:00,136
838,Montague,Male,22,2,"Core, Cardio, chest",20:40:00,21:39:00,63
842,Gale,Female,24,5,Arm,9:47:00,11:34:00,45
843,Donnie,Female,39,1,"chest, back",19:10:00,20:38:00,179
848,Pietro,Male,34,2,"Leg, Core",12:00:00,12:53:00,76
850,Reinhold,Male,46,4,"Cardio, chest, Leg",14:56:00,15:38:00,80
856,Ester,Female,42,5,"Cardio, back, back",17:05:00,18:41:00,144
860,Marcelle,Female,38,3,"Cardio, Arm",18:33:00,19:20:00,141
862,Zackariah,Male,44,4,"Cardio, chest",17:19:00,19:17:00,93
863,Wash,Male,18,2,,11:08:00,11:42:00,178
864,Malchy,Male,18,4,"chest, chest, Core",16:01:00,17:34:00,156
865,Erhard,Male,19,2,,11:19:00,12:13:00,159
866,Evangelia,Female,46,4,"Core, back",11:46:00,14:21:00,94
867,Anderea,Female,38,1,Cardio,16:05:00,17:13:00,173
871,Annora,Female,43,1,"Core, Core, Cardio",12:21:00,14:19:00,91
872,Brennen,Male,33,2,,9:46:00,12:00:00,166
874,Wini,Female,18,5,"chest, Core",14:42:00,15:22:00,64
876,Ramona,Female,17,5,Leg,18:32:00,19:44:00,34
877,Hobart,Male,47,4,,9:12:00,10:55:00,141
879,Lil,Female,30,4,,10:39:00,13:26:00,45
880,Ketti,Female,30,3,,11:02:00,13:18:00,114
881,Alexei,Male,41,3,,10:46:00,11:40:00,138
888,Tiffi,Female,29,3,,17:02:00,17:36:00,65
889,Wilt,Male,12,4,Leg,11:41:00,13:52:00,164
891,Hamilton,Male,25,4,,11:26:00,12:50:00,72
901,Avivah,Female,35,2,,17:30:00,20:09:00,178
903,Florry,Female,25,2,"Core, back, Arm",19:07:00,21:28:00,41
904,Freddi,Female,13,3,,10:09:00,13:01:00,71
908,Grazia,Female,33,3,,10:25:00,12:51:00,175
909,Randy,Male,48,2,chest,13:35:00,16:32:00,62
910,Urban,Male,46,3,Arm,11:09:00,12:15:00,73
911,Fifine,Female,15,5,"Core, chest",20:53:00,22:03:00,166
915,Chelsie,Female,47,3,back,19:00:00,19:49:00,33
919,Devlin,Male,12,2,,19:43:00,20:53:00,43
921,Fredi,Female,29,2,chest,12:39:00,14:01:00,38
922,Vida,Female,15,2,chest,10:28:00,12:08:00,69
926,Gerick,Male,25,3,,9:16:00,11:09:00,108
929,Aldous,Male,43,3,"Arm, chest",9:38:00,11:38:00,163
930,Vita,Female,16,2,,13:57:00,14:41:00,148
939,Carlen,Female,44,1,,12:50:00,13:21:00,44
940,Beatriz,Female,15,1,"chest, back",20:25:00,21:04:00,128
941,Matias,Male,49,2,,10:21:00,13:17:00,52
942,Lindon,Male,46,1,,10:47:00,12:58:00,94
944,Marty,Female,22,1,,9:41:00,12:34:00,76
950,Karyn,Female,43,3,"Leg, Leg",15:44:00,18:43:00,107
951,Grayce,Female,27,5,"Cardio, Core",11:36:00,12:31:00,179
952,Ricky,Male,49,5,"Core, back, Arm",19:21:00,20:04:00,33
953,Jacquenetta,Female,42,5,"chest, back",18:47:00,21:14:00,64
954,Ivor,Male,16,4,"Cardio, back, back",15:27:00,18:03:00,131
956,Lucia,Female,43,5,"back, Arm, back",14:18:00,16:38:00,149
957,Thomasin,Female,27,4,,17:43:00,20:24:00,77
969,Nikolai,Male,47,3,,15:33:00,17:12:00,91
974,Samaria,Female,29,4,"Leg, Leg, chest",11:10:00,12:14:00,145
975,Clemmy,Male,14,1,,11:07:00,13:34:00,51
977,Zacherie,Male,18,4,chest,10:36:00,13:26:00,173
979,Adair,Male,30,2,"Cardio, Leg, chest",13:30:00,16:14:00,172
981,Georgie,Female,17,5,Core,14:52:00,16:57:00,102
982,Agna,Female,48,3,"Leg, Core, Core",19:59:00,22:01:00,92
983,Benyamin,Male,34,3,"Arm, Cardio, Leg",19:22:00,22:15:00,86
985,Josie,Female,28,4,Arm,15:17:00,17:23:00,134
986,Jules,Male,42,2,"Cardio, Core",14:05:00,15:23:00,58
988,Rad,Male,14,5,,10:48:00,12:45:00,108
991,Oliy,Female,34,2,,8:22:00,11:11:00,145
992,Isidor,Male,28,4,back,10:24:00,12:21:00,130
997,Elaina,Female,45,1,"Core, chest",9:14:00,12:01:00,90
1001,Fey,Female,45,3,"back, chest",19:31:00,21:29:00,164
1002,Doralin,Female,48,3,,19:31:00,21:55:00,156
1008,Uriah,Male,27,5,back,17:45:00,18:57:00,72
1009,Borden,Male,38,2,"chest, Leg, chest",9:45:00,11:15:00,49
1012,Ely,Male,45,3,Arm,10:12:00,11:46:00,90
1017,Chaddie,Male,48,5,,9:25:00,10:59:00,127
1022,Jamey,Male,32,4,back,15:06:00,15:36:00,121
1023,Kimberlee,Female,39,3,Cardio,20:56:00,21:56:00,163
1026,Hew,Male,28,2,"chest, Leg",13:12:00,14:33:00,156
1028,Wat,Male,20,3,"chest, Leg, Leg",19:41:00,22:36:00,66
1030,Nissa,Female,46,1,Leg,20:15:00,22:22:00,92
1035,Alf,Male,46,5,,18:15:00,19:07:00,146
1037,Shelby,Female,41,4,,9:02:00,11:39:00,135
1041,Samantha,Female,39,4,,16:04:00,18:50:00,96
1046,Aridatha,Female,23,3,"Leg, Core, Leg",18:41:00,20:18:00,70
1048,Dick,Male,44,2,"back, back, Leg",16:29:00,17:17:00,47
1050,Nora,Female,42,3,"chest, Core",8:54:00,9:48:00,70
1053,Jada,Female,19,1,"chest, back",9:26:00,11:45:00,172
1057,Isahella,Female,17,5,,8:36:00,9:29:00,106
1058,Benton,Male,43,4,"chest, Leg, back",12:19:00,12:56:00,66
1060,Lesley,Female,32,3,"Core, back",19:38:00,20:36:00,100
1062,Talia,Female,12,4,,10:28:00,11:38:00,35
1066,Constancia,Female,27,1,,13:06:00,15:49:00,66
1067,Arlie,Female,15,1,"Leg, Core, Leg",8:18:00,9:21:00,136
1068,Shelden,Male,21,3,"Leg, Arm",13:04:00,15:03:00,65
1070,Franky,Female,47,3,,11:11:00,13:15:00,75
1071,Vincenz,Male,41,5,"chest, chest, Arm",13:04:00,14:35:00,136
1072,Adham,Male,43,2,,10:30:00,12:24:00,163
1075,Florry,Female,15,2,,9:57:00,12:07:00,36
1077,Alexine,Female,25,1,,15:54:00,16:25:00,145
1079,Morgan,Female,24,3,"Core, Cardio, chest",12:44:00,14:31:00,92
1082,Sayres,Male,34,4,"Leg, Leg, Core",18:55:00,21:36:00,96
1086,Kailey,Female,45,3,"chest, Core, back",20:29:00,22:52:00,92
1093,Nicolle,Female,47,4,"chest, back",9:55:00,12:27:00,42
1094,Karlyn,Female,18,2,chest,16:43:00,17:27:00,150
1103,Falito,Male,36,1,"Arm, Leg, Leg",10:29:00,11:39:00,88
1105,Dianemarie,Female,19,1,"chest, Arm, Core",9:51:00,12:28:00,139
1108,Vivia,Female,25,3,"Leg, Core, Cardio",19:52:00,20:53:00,63
1110,Aile,Female,14,2,Arm,17:52:00,20:33:00,100
1112,Waylin,Male,18,1,"Arm, Cardio, back",16:33:00,18:39:00,38
1116,Esra,Male,34,5,,19:08:00,21:25:00,115
1118,Esra,Male,29,2,,8:23:00,11:10:00,87
1119,Bank,Male,22,3,"Cardio, chest",13:30:00,14:12:00,151
